,Text,Annotate
2151,"Yolanda’s death toll was placed at more than 6,000, with many more missing. Thousands of families were displaced. One of the provinces it hit hardest was Leyte, which is represented by Romualdez.",
2152,No rocking the boat for now by Marcos gov’t  – Remulla,
2153,"MANILA, Philippines – United States Ambassador MaryKay Carlson praised the historic Balangiga Bells as a testament to the “entire arc” of Philippine-American ties during a visit to Eastern Samar on Tuesday, October 18.",
2154,"MANILA, Philippines – Tarlac police have filed  against the farmers of Hacienda Tinang in Concepcion town and their supporters, this time for disobedience and resistance to authority, obstruction of justice, and usurpation of real rights.",
2155,"MANILA, Philippines – The Department of Health said on Saturday, May 21, that it had detected a case of COVID-19 subvariant Omicron BA.4 in the country.",
2156,"MANILA, Philippines – Progressive youth groups on Tuesday, July 26 slammed President Ferdinand Marcos Jr.’s push to make the Reserve Officers’ Training Corps (ROTC) and the National Service Training Program (NSTP) mandatory for senior high school programs (grades 11 and 12).",
2157,"The United States and the Philippines have agreed on new guidelines for their 1951 Mutual Defense Treaty, following multiple requests by Manila to make clear the conditions under which Washington  to its defense.",
2158,Duterte names Artemio Abu as new Coast Guard commander,
2159,Presidential son Sandro Marcos is both first-time lawmaker and ‘senior’ House leader,
2160,"MANILA, Philippines – The Philippines has denounced what it considers as the “invasion of Ukraine,” voting to support a United Nations General Assembly (UNGA) resolution that condemned Russia’s actions against its neighboring country.",
2161,"MANILA, Philippines – The Court of Appeals (CA) has voided another set of search warrants issued by a Quezon City Regional Trial Court (RTC) judge against activists Reina Mae Nasino, Ram Carlo Bautista, and Alma Moran – the latest in a series of wins by activists arrested as part of former president Rodrigo Duterte’s crackdown on dissent.",
2162,Toots Ople lays out plans for new migrant workers department,
2163,"MANILA, Philippines – No further proof was needed. As a simple ceremony on Friday, April 28, marked the close of the largest ever joint Balikatan exercises between the Philippines and the United States, the country’s coast guard revealed it was again bullied by Chinese vessels in the Ayungin Shoal.",
2164,"Remulla: DOJ, NBI dealing with improper ‘autopsy’ of Kian delos Santos",
2165,WATCH: How Ondoy saved Marikina residents from Karding,
2166,How to address insurgency? De Guzman will meet rebels’ demands,
2167,"MANILA, Philippines – Malacañang is looking into proposals to shift to a four-day workweek and a three-month wage subsidy for workers.",
2168,"MANILA, Philippines – Almost two weeks after MT Princess Empress sank off Naujan, Oriental Mindoro, the Philippine Coast Guard (PCG) said they are still dealing with a Tier 2 oil spill.",
2169,Duterte appoints Medialdea’s right-hand man as CA justice,
2170,"MANILA, Philippines — After more than three years under detention, Reina Mae Nasino and two other activists gained provisional freedom following the issuance on Thursday, December 22, of their release order by the Manila Regional Trial Court Branch 47.",
2171,Philippines detects 2 new cases of monkeypox,
2172,"MANILA, Philippines – The Supreme Court, through an important ruling publicized on Saturday, February 4, said that  can now appeal judgments and orders in criminal proceedings as long as the Office of the Solicitor General (OSG) conforms to their request.",
2173,"MANILA, Philippines – An independent analysis of financial records belonging to Pharmally Pharmaceutical Corporation, the government’s most favored pandemic supplier, has pointed to a whopping P6.3 billion in tax deficiencies owed to the Bureau of Internal Revenue (BIR).",
2174,"MANILA, Philippines – The Supreme Court (SC), in a decision published on Thursday, March 16, ruled that interment services are covered by the 20% senior citizens’ discount on funeral and burial services.",
2175,"MANILA, Philippines – President Ferdinand Marcos Jr. and his Cabinet officials signed at least five agreements with Singapore during the Philippine leader’s inaugural trip overseas.",
2176,"Lawmaker: Despite judiciary’s accomplishments, PH ‘shameful’ due to rights violations",
2177,‘Our blood is boiling’: Victims angry as son of dictator closes in on Philippine presidency,
2178,"CEBU CITY, Philippines – Senator Francis Tolentino sees a conspiracy in the Department of Education’s (DepEd) allegedly overpriced P2.4-billion ($40.75 million) purchase of laptops.",
2179,"Philippines expands 2nd COVID-19 booster rollout to seniors, health workers",
2180,"MANILA, Philippines – The Commission on Elections (Comelec) has made public its proposed blueprint for the 2025 automated elections. Even without a ballpark figure yet from the poll body, the unprecedented changes put forward would surely require substantial funding from Congress.",
2181,"MANILA, Philippines – Supporters of aspiring president and Vice President Leni Robredo  against a doctor who claimed that the supporters were paid cash to join a caravan supporting Robredo in Marikina in October 2021.",
2182,SC OKs transfer to Bilibid of Duterte’s frat brothers tagged in bribery case,
2183,Rappler Talk: Negros Oriental priest on human rights after Degamo slay,
2184,"MANILA, Philippines – The Commission on Higher Education (CHED) announced on Wednesday, July 13, that it lifted the decade-long moratorium preventing colleges and universities from offering new undergraduate nursing programs.",
2185,"MANILA, Philippines – A day after a military leadership revamp, First Lady Liza Araneta-Marcos issued a video statement denying she had anything to do with appointments or whatever is happening at the armed forces intelligence service.",
2186,"MANILA, Philippines – The Bureau of Corrections (BuCor) said the Masungi Georeserve will be used as its headquarters, BuCor acting Director General Gregorio Catapang confirmed in a statement sent to reporters on Friday, February 17.",
2187,"MANILA, Philippines – The sunken MT Princess Empress causing an oil spill in Oriental Mindoro and nearby provinces was not brand new, Department of Justice (DOJ) Secretary Jesus Crispin “Boying” Remulla revealed on Thursday, March 16.",
2188,"First Cabinet meeting: Marcos tackles economy, ‘disagrees’ with inflation",
2189,Azurin leads special body tasked to review records of erring cops,
2190,"MANILA, Philippines – Luli Arroyo, the only daughter of former president Gloria Macapagal-Arroyo, has been nominated Philippine ambassador to Austria by President Ferdinand Marcos Jr.",
2191,"MANILA, Philippines –  At a premier security conference in Munich, Germany, Philippine Foreign Secretary Enrique Manalo drew attention to China’s increasing harassment of Philippine vessels in the South China Sea, describing it as an occurrence that now formed part of the “daily situation” in the volatile waterway.",
2192,"MANILA, Philippines – The Rural Missionaries of the Philippines (RMP) on Thursday, August 18, denounced the charges filed by the Department of Justice (DOJ) which accused them of allegedly providing funds to the Communist Party of the Philippines-New People’s Army (CPP-NPA).",
2193,Makabayan lawmaker: End parliamentary courtesy tradition in budget hearings,
2194,"MANILA, Philippines – Once upon a time when Fidel V. Ramos was president, journalists who reported critically on his government were not served subpoenas or issued shutdown orders. They got invited to lunch or coffee instead.",
2195,"MANILA, Philippines – Cabinet Secretary and Acting Presidential Spokesperson Karlo Nograles takes on a new role in government – chair of the Civil Service Commission (CSC).",
2196,"MANILA, Philippines – The Supreme Court (SC) has issued a temporary restraining order (TRO) to stop the Commission on Elections’ (Comelec) Oplan Baklas.",
2197,SC affirms COA ruling disallowing P15-million benefits to PhilHealth staff,
2198,Marcos pet bill on government rightsizing hurdles House,
2199,Rappler Recap: Commemorating the 13th year of the Maguindanao massacre,
2200,"MANILA, Philippines – The families of missing sabungeros or cockfight aficionados agreed to hold regular dialogues with the Department of Justice (DOJ) regarding the disappearances, Justice Secretary Jesus Crispin Remulla said.",
2201,"On its 54th anniversary after Joma Sison’s death, CPP boasts of 110 guerrilla fronts",
2202,Zubiri schools ‘neophyte’ Padilla over canceled Cha-Cha hearing,
2203,"MANILA, Philippines – Following the retractions of two star witnesses,  justice secretary Jesus Crispin “Boying” Remulla said dropping charges against jailed opposition senator Leila de Lima is possible “if it’s the only recourse.”",
2204,HIGHLIGHTS: VP Kamala Harris visits the Philippines,
2205,COA: DSWD has no proof P5.32M cash aid went to former rebels despite a year to comply,
2206,"MANILA, Philippines – The Commission on Audit (COA) cleared Cagayan de Oro City 2nd District Representative Rufus Rodriguez of liability in the illegal release of P2 million from his Priority Development Assistance Fund (PDAF) or pork barrel in 2008.",
2207,"MANILA, Philippines – A ranking member of the House of Representatives urged President Ferdinand Marcos Jr. to form a food security cluster in his Cabinet following a Social Weather Stations (SWS) survey that showed a prevailing high hunger rate in the country.",
2208,"MANILA, Philippines – Former corrections chief Rafael Ragos, the justice department’s star witness in the pending court cases against Senator Leila de Lima, retracted his accusations against the jailed opposition lawmaker.",
2209,"MANILA, Philippines – Tears, embraces, cheers, and arms in the air – these were some of the sights among Bar takers as they learned the results of the 2022 Bar on Friday, April 14.",
2210,"MANILA, Philippines – Jaime “Jimmy” Tadeo, peasant leader and one of the framers of the 1987 Constitutional Commission, died, Tadeo’s daughter confirmed to Rappler on Sunday afternoon, March 26. He was 84.",
2211,"MANILA, Philippines – By the end of 2022 and his first six months in office, President Ferdinand Marcos Jr. got a “very good” or +68 net satisfaction rating, according to a  survey released only recently by the Social Weather Stations.",
2212,"MANILA, Philippines – President Ferdinand Marcos Jr. is close  the five-member leadership of the Commission on Human Rights (CHR) with the appointment of retired Court of Appeals (CA) associate justice Monina Arevalo Zenarosa ",
2213,"MANILA, Philippines – Senator Leila De Lima has ruled out any prospect of her being freed in time for the miting de avance before election day, but the jailed opposition leader said she “hopes to be free this year” and go after her oppressors.",
2214,"MANILA, Philippines – The Land Transportation Franchising and Regulatory Board (LTFRB) on Friday, September 16, approved fare increases amid soaring gas prices.",
2215,"MANILA, Philippines – A Filipino sex trafficker was sentenced to life imprisonment for crimes which include livestreaming sex acts on her own daughter and at least eight other children.",
2216,"MANILA, Philippines – Manila Mayor Isko Moreno, on World Press Freedom Day, promised he would not ban reporters from Malacañang nor order the closure of media firms should he win the Philippine presidency on May 9.",
2217,"MANILA, Philippines – At least 120 cadavers of persons deprived of liberty (PDLs) from the New Bilibid Prison will be transferred to the University of the Philippines College of Medicine* to undergo autopsy, according to Department of Justice (DOJ) Secretary Jesus Crispin “Boying” Remulla.",
2218,"MANILA, Philippines – The Department of Education (DepEd) is targeting 28.6 million basic education enrollees for school year 2022 to 2023 – over a million students more than the previous school year.",
2219,"MANILA, Philippines – Metro Manila is reverting back to Alert Level 2, while Baguio City stays in Alert Level 3, effective from February 1 to 15, Malacañang said on Sunday, January 30.",
2220,"ZAMBOANGA CITY, Philippines – The Commission on Elections (Comelec) disclosed on Saturday, January 21, that its readjusted budget for the conduct of the long-delayed barangay and Sangguniang Kabataan elections will not provide for an increase in the honoraria of electoral boards.",
2221,"MANILA, Philippines – Even as the Philippines and China seek a “golden age” in their relationship, Philippine President Ferdinand Marcos Jr said tensions in the South China Sea occupy his mind during most of the day.",
2222,From one Marcos to another: Malaysia’s Anwar promises enhanced ties with PH,
2223,"MANILA, Philippines – President Rodrigo Duterte claimed on Thursday, April 7, that he has already used up his intelligence funds during the pandemic.",
2224,Malacañang defends ‘private time’ of ‘matinee idol’ Marcos at Singapore Grand Prix,
2225,Philippines eyes Kuwait bilateral meet over death of OFW,
2226,"MANILA, Philippines – The Department of Education (DepEd) said on Monday, April 18, that classes in all levels in public schools will be suspended from May 2 to 13 due to “national election-related activities.”",
2227,Liberal Party elects new set of officers; Edcel Lagman takes helm,
2228,Binay wants right gov’t agency to own Masungi land,
2229,Ateneo to award Rappler CEO Maria Ressa an honorary degree,
2230,"MANILA, Philippines – Department of Health (DOH) officer-in-charge (OIC) Maria Rosario Vergeire said on Thursday, October 27, that President Ferdinand Marcos Jr. did not offer her to be his health secretary, adding that she also has “reservations” about the position.",
2231,IN PHOTOS: President Marcos meets foreign envoys in Vin d’honneur,
2232,"MANILA, Philippines – The National Bureau of Investigation (NBI) said on Tuesday, September 6, that the Department of Education (DepEd) should create a database of allegations and reported misconducts of teachers, and this should be accessible to schools to help check the background of teaching applicants.",
2233,"MANILA, Philippines – Bonifacio Global City (BGC) belongs to Taguig City.",
2234,Senators honor 5 Bulacan rescuers who died during Karding onslaught,
2235,DepEd: No classes on May 2-13 due to election activities,
2236,"MANILA, Philippines – Thousands of devotees marched in a “walk of faith” on Sunday, January 8,  the Feast of the Black Nazarene, as the yearly event drawing millions has yet to return to its full form since the COVID-19 pandemic.",
2237,"MANILA, Philippines – Thousands of local officials and disaster managers, along with journalists, will be getting a crash course on the weather, earthquakes, and volcanoes in the second half of 2022, as the government seeks to boost understanding of natural hazards and disaster response.",
2238,Mask on: Doctors urge continued masking inside classrooms,
2239,"MANILA, Philippines – Months after Bureau of Corrections (BuCor) superintendent Ricardo Zulueta was implicated in the killing of hard-hitting broadcaster Percival “Percy Lapid” Mabasa, his lawyer said the BuCor official is ready to answer allegations against him and is not in hiding.",
2240,"CEBU, Philippines – Detained twice and tortured during the Martial Law years, retired Cebuano judge Kit Enriquez, 71, still wants the Filipino people to continue the fight for justice.",
2241,"MANILA, Philippines – An irked Senator Imee Marcos suspended the Commission on Election’s (Comelec) budget hearing on Monday, October 17, after the poll body failed to submit documents that would have addressed senators’ questions for the agency.",
2242,"MANILA, Philippines – Since the passage of the law banning online sexual abuse and exploitation of children (OSAEC) in July, the National Bureau of Investigation (NBI) together with  PLDT have blocked at least 20 websites proliferating abusive material, Senator Risa Hontiveros said on Thursday, October 20.",
2243,Dismissed PDEA Metro Manila chief surrenders to Eastern Visayas police,
2244,"MANILA, Philippines – The second alleged middleman in the killing of Percival “Percy Lapid” Mabasa denied knowing self-confessed gunman Joel Escorial.",
2245,US to spend $66 million on new facilities at Philippine military bases,
2246,"MANILA, Philippines – Days after the killing of radio journalist Percival “Percy Lapid” Mabasa, the Philippine National Police (PNP) said it has identified a person of interest and put a P1.5-million bounty on his head.",
2247,"‘Maliit na nga lang, kukunin pa’: Filipinos worry over pensions amid Maharlika fund push",
2248,"Xi vows ‘compromise’ over fisherfolk plight, says Marcos",
2249,"MANILA, Philippines – Some areas suspended classes for Tuesday, September 20, due to the southwest monsoon or hanging habagat, which is affecting Central Luzon and Southern Luzon.",
2250,Supreme Court: Inciting violence vs judges will be dealt with,
2251,Lawmaker and lawbreaker? Past haunts Lacson in GMA interview,
2252,DAR secretary tells Zamboanga Peninsula beneficiaries: Don’t sell your land to developers,
2253,"MANILA, Philippines – The Supreme Court (SC) has directed trial court judges to prioritize cases involving domestic violence against women and children, which have seen a spike during the COVID-19 pandemic, Chief Justice Alexander Gesmundo said on Thursday, March 31.",
2254,"Nakaalis na ng Philippine Area of Responsibility ang Severe Tropical Cyclone Paeng (Nalgae), pero matagal-tagal pa bago maintindihan at matuto ang Pilipinas sa mga pangaral nito.",
2255,IN PHOTOS: Mayors officiate mass weddings across the Philippines,
2256,"MANILA, Philippines – Newly-appointed Philippine National Police (PNP) Chief General Rodolfo Azurin Jr. officially  of the 227,000-strong PNP on Wednesday, August 3. Azurin is the 28th top cop since creation of the PNP in 1991.",
2257,Remulla: Other BuCor official tagged in Percy Lapid slay ‘presumed alive’,
2258,"[WATCH] In the Public Square with John Nery: COVID-19, by the numbers",
2259,"After son and brother, Percy Lapid’s nephew also receives threats",
2260,"MANILA, Philippines – Ang mga mabubuting tao ay hindi basta ipinanganganak lamang – ang kanilang prinsipyo, karanasan, at pagmamahal sa kapwa ay kasama sa mga dahilan kung bakit sila nagiging dakila.",
2261,Duterte to speak with Xi Jinping on April 8,
2262,Term limits issue sparks debate during House charter change hearing,
2263,Press Secretary Trixie Angeles is out,
2264,Rape victims shouldn’t be dissuaded by Vhong Navarro case dismissal – lawyer,
2265,"President Ferdinand Marcos Jr. spoke for the first time at the United Nations General Assembly during the high-level General Debate on Wednesday, September 21 (Tuesday, September 20, New York time).",
2266,"Legarda, 8 others recognized as ASEAN Biodiversity Heroes",
2267,"MANILA, Philippines – President Ferdinand Marcos Jr.’s chief legal counsel said on Monday, January 30, that if it were up to him, personnel from the International Criminal Court (ICC) who try to enter the Philippines would be arrested as he insisted the international tribunal has “no sovereign power over us.”",
2268,De Lima hopes to be free this year: ‘I will go after my oppressors’,
2269,"MANILA, Philippines – Ten years after the anti-bullying law went into effect, the  on basic education on Monday, February 13, reviewed its implementation.",
2270,"MANILA, Philippines – Almost a month  were filed against suspended Bureau of Corrections chief Gerald Bantag and others, the corrections chief finally showed up and faced Department of Justice (DOJ) prosecutors on Monday, December 5.",
2271,Biden calls Marcos Jr. to congratulate him on presidential election,
2272,"MANILA, Philippines – The House of Representatives on Monday, January 23, passed on final reading a measure that seeks to operationalize the constitutional provision on the freedom of religion.",
2273,"MANILA, Philippines – Metro Manila will remain under Alert Level 1 status from May 1 to May 15, Malacañang announced on Friday, April 29.",
2274,Supreme Court grants DOJ request to transfer Degamo slay cases to Manila court,
2275,"Liza Marcos denies hand in military appointments, warns people using her name",
2276,"MANILA, Philippines – President Rodrigo Duterte has appointed Chief of Presidential Protocol and presidential assistant Robert Borje as vice chairperson and executive director of the Climate Change Commission (CCC).",
2277,Anti-drug cop arrested over drug den with 1 ton of shabu,
2278,"MANILA, Philippines – China has called on the Philippines to “eliminate interference” in its ties, as it expressed optimism that cooperation between the two countries would keep its momentum under a new Philippine administration.",
2279,"MANILA, Philippines – President Ferdinand Marcos Jr is set to visit two Southeast Asian countries in the first week of September, Press Secretary Trixie Cruz-Angeles said on Friday, August 19.",
2280,"MANILA, Philippines – The Philippine Health Insurance Corporation (PhilHealth) owes the Philippine Heart Center (PHC) P167-million worth of unpaid claims in 2021, according to a report by the Commission on Audit (COA) released on Sunday, April 10.",
2281,"MANILA, Philippines – Some lawyers would debate that when SUV owner Jose Antonio Sanvicente ran over a security guard and drove away, he could have been arrested without a warrant on the principle of hot pursuit – which law enforcement often used if they are eager to apprehend – but in his case, it has been observed that the police took their time with due process.",
2282,Philippine leaders pay last respects to Albert del Rosario,
2283,"MANILA, Philippines – The Supreme Court’s (SC) Third Division ruled that Manila Medical Services, Incorporated or the Manila Doctor’s Hospital, has no tax deficiency, affirming the decision of the Court of Tax Appeals.",
2284,"MANILA, Philippines – The Department of Justice (DOJ) and Department of the Interior and Local Government (DILG) held a joint briefing on Thursday, July 21, in Camp Crame, to talk about improving the  situation of jails in the country.",
2285,"MANILA, Philippines – The United Nations (UN) climate summit in Egypt will be a litmus test for the Marcos administration’s  to address climate change, according to experts.",
2286,"MANILA, Philippines – Senate Deputy Minority Leader Risa Hontiveros is seeking a Senate probe into “constant reports of sexual harassment”  by educators in various schools in the country, following the latest incident at the Bacoor National High School (BNHS) in Cavite.",
2287,Martial Law survivor Bonifacio Ilagan receives anonymous threats,
2288,"President Rodrigo Duterte appointed Vice-Admiral Artemio Abu as the  of the Philippine Coast Guard (PCG), Cabinet Secretary Karlo Nograles announced on Monday, February 28.",
2289,Big majority of Filipinos say spirit of EDSA People Power Revolution still alive – SWS,
2290,Rappler Recap: Negros Oriental bids farewell to Governor Roel Degamo,
2291,LIST: Senate committee chairmanships for the 19th Congress,
2292,Adora de Vera’s son: Our fight is for all political prisoners in the country,
2293,"MANILA, Philippines – Academics and ex-Cabinet members are worried that the proposed Maharlika fund could impact the Bangko Sentral ng Pilipinas’ (BSP) independence.",
2294,"MANILA, Philippines – Philippine President Ferdinand Marcos Jr on Monday, April 24, said he will press US counterpart Joe Biden to make clear the extent of  to protect his country under a 1951 security pact, citing growing regional tension.",
2295,"With ‘new energy’ in ties, US eyes $100 million in military financing for Philippines",
2296,"MANILA, Philippines – Seven people have died after a high-speed Philippine ferry carrying 134 people caught fire on Monday, May 23, with seven passengers still missing, the coast guard said.",
2297,"Pangilinan uses Senate experience, Robredo’s VP example in Comelec debate",
2298,"MANILA, Philippines – The Department of Justice’s (DOJ) panel of prosecutors dismissed the  filed against cops tagged in the killing of a labor leader during the “Bloody Sunday” operations in 2021.",
2299,China’s top diplomat makes first official visit under Marcos admin,
2300,"MANILA, Philippines – Philippine authorities continue to search for seven fishermen who went missing after their fishing boat FB Jot-18 collided with a cargo vessel sailing under the flag of the Marshall Islands on Saturday, May 28.",
2301,Manny Pacquiao concedes to Marcos Jr.,
2302,"MANILA, Philippines – The Court of Tax Appeals (CTA) 1st Division handed down its ruling on Wednesday, January 18, acquitting Rappler chief executive officer Maria Ressa and Rappler Holdings Corporation (RHC) of tax evasion, ending a four-year court battle for the multi-awarded news site. (READ: Philippine court acquits Nobel laureate Maria Ressa, Rappler of tax evasion)",
2303,"MANILA, Philippines – Former vice president Leni Robredo on Sunday, July 24, said the killing of three people during a shooting incident inside the Ateneo de Manila University reflects the need to stand against the culture of impunity in the Philippines.",
2304,"Marcos prefers a clean start, even for corrupt officials",
2305,"MANILA, Philippines – In her first order as the education secretary, Vice President Sara Duterte directed all public and private schools in the country to transition to five days of face-to-face classes beginning November 2.",
2306,"MANILA, Philippines – Nagsanib-puwersa ang #FactsFirstPH, ABKD (Akademiya at Bayan Kontra Disimpormasyon at Dayaan) Network, Tanggol Kasaysayan, Project Gunita, Pitik Bulag at Human Rights Violations Victims’ Memorial Commission (HRVVMC) para sa isang kampanya ng pagprotekta sa kasaysayan at katotohanan ngayong Agosto, Buwan ng Kasaysayan sa Pilipinas.",
2307,"MANILA, Philippines – The first batch of Filipinos from conflict-hit Sudan returned to the Philippines on Saturday afternoon, April 29, the Department of Foreign Affairs (DFA) announced.",
2308,Outdoor wearing of face masks now optional in the Philippines,
2309,EU envoys slam Russian ambassador to PH’s ‘blatant’ lies about Ukraine invasion,
2310,Duterte eyes including ‘culture of peace’ in DepEd curriculum,
2311,When do you need to wear a mask outdoors?,
2312,"The printing of official ballots for the 2022 polls kicked off at around 7 pm on Thursday, January 20, at the National Printing Office in Quezon City, the Commission on Elections (Comelec) confirmed.",
2313,PH freezes assets of retired priest tagged as terrorist,
2314,Esperon uses anti-terror law to block  websites including news site,
2315,"MANILA, Philippines – If elected as president of the republic, opposition leader and Vice President Leni Robredo will ensure development in the Bangsamoro region, according to former Ifugao lawmaker and senatorial candidate Teddy Baguilat.",
2316,Toribio Adaci Jr. is new Philippine Navy chief,
2317,Congressman Erwin Tulfo? Not yet as Comelec halts proclamation over DQ case,
2318,"MANILA, Philippines– The Commission on Audit (COA) denied the petition of state pensioner Government Service Insurance System (GSIS) to review auditors’ decision which blocked consultancy contracts worth P2.1 million made in 2014.",
2319,Skeletal remains found in DOJ compound could belong to ‘3 to 5’ persons,
2320,Philippines detects 14 cases of Omicron BA.2.12.1,
2321,"MANILA, Philippines – The Philippine government on Tuesday, August 2, urged the United States and China to continue dialogue as US Speaker Nancy Pelosi is expected to visit Taiwan this week, drawing the prospect of increased tensions between the two powers.",
2322,"In bilateral with Saudi prince, PH’s labor force made up bulk of discussion",
2323,LTFRB rejects request for temporary P1 hike in jeepney minimum fare,
2324,"MANILA, Philippines – A magnitude 6.1 earthquake struck Balut Island in Sarangani town, Davao Occidental, on Saturday, January 22, the Philippine Institute of Volcanology and Seismology (Phivolcs) said in a bulletin.",
2325,Why PAO opposes ‘conflict of interest’ provision in new lawyers’ code of conduct,
2326,"MANILA, Philippines – The first full annual budget of the Marcos administration is eyed to be one that will prepare the Philippines to be resilient as it recovers from the COVID-19 pandemic, deals with more natural calamities, and survives through the instability of the global economy, according to the budget bill’s Senate sponsor.",
2327,Marcos picks ex-CJ Bersamin as new executive secretary,
2328,"MANILA, Philippines – A new rule for “small” cases in first level courts will take effect on Monday, April 11, as the Supreme Court promises a fast resolution of five months for cases that used to take five years.",
2329,"MANILA, Philippines – All eyes are on what the Commission on Human Rights (CHR) would look like under President Ferdinand Marcos Jr., but the long wait for new appointees has proven to be nerve-wracking for human rights advocates and organizations.",
2330,"MANILA, Philippines – A nominee of progressive Anakpawis Partylist was arrested by the police, the party list said on Saturday, April 9.",
2331,Amal Clooney: ‘Freedom upheld’ by court on Rappler tax case acquittal,
2332,"MANILA, Philippines – A day after convening for the first time and selecting its leaders, the House of Representatives named the members who will be heading  under the 19th Congress.",
2333,China’s foreign minister to visit Philippines this week,
2334,"MANILA, Philippines – The Department of Education (DepEd) will make the wearing of face masks inside classrooms optional, its spokesman said on Tuesday, November 1.",
2335,"MANILA, Philippines – Senator Risa Hontiveros challenged the opposition to continue mobilizing and to challenge what she described as “ancient and pretentious modes of thought and doing.”",
2336,Marcos defends godson’s role: Paul Soriano to ‘promote creative industry’,
2337,"MANILA, Philippines – For the past years, the Philippines has had a perennial problem in jails: extreme congestion.",
2338,"MANILA, Philippines – The Philippine government on Thursday, August 4, added its voice to growing concerns over China’s live ammunition drills taking place near Taiwan, a move that has sparked worries of a crisis and potential military standoff in the region.",
2339,"MANILA, Philippines – Labor groups and activists across the  the 159th birth anniversary of revolutionary leader Andres Bonifacio on Wednesday, November 30, with protests and calls for better living conditions, especially for ordinary workers.",
2340,SOGIE bill reverted to committee level as religious groups want to join Senate discussions,
2341,Marcos gets ‘very good’ satisfaction rating in end 2022 – SWS,
2342,"PH records lowest COVID-19 cases in 2022 at 1,923",
2343,Augusto “Gus” Miclat’s experience as an activist and peace builder in Mindanao during the years of struggle against the Marcos dictatorship grounded him while helping the people of East Timor weather the violence that dogged their struggle for independence.,
2344,"Senate’s P50,000 inflation aid sparks calls for livable wages for all",
2345,"MANILA, Philippines – Secretary of National Defense Delfin Lorenzana fainted during the Independence Day rites at Luneta Park in Manila on Sunday morning, June 12.",
2346,"MANILA, Philippines – Almost all or 93% of the respondents in a national survey conducted by the Social Weather Stations (SWS) in December 2022 said they were “hopeful that the worst of the COVID-19 crisis is behind us.”",
2347,Fresh start for NBI under new director Medardo de Lemos,
2348,"MANILA, Philippines – Outgoing Philippine President Rodrigo Duterte’s decision to scrap joint oil and gas exploration with China in the West Philippine Sea provides his successor with a “clean slate” and lessons learned about dealing with the Asian power, analysts said.",
2349,Tolentino is Dela Rosa’s legal counsel in ICC probe,
2350,Residents camp out in fear of more earthquakes in northern Philippines,
2351,"Sandiganbayan convicts ex-Cotabato lawmaker, 2 others on second PDAF charges",
2352,"Maraming salamat po! Siguro naman po – para sa mga trolls ng Rappler at mga naniwala sa mga kasinungalingan tungkol sa amin, napatunayan na po namin na hindi tax evader ang Rappler. Medyo matagal nga lang po. Four years and two months pero naging tama na rin. Kasi naman po, about six months before these ridiculous charges, the government gave Rappler a top corporate taxpayer award. So medyo nabaliktad po ang mundo. But…",
2353,PhilHealth owes Philippine Heart Center P167-M worth of unpaid claims,
2354,"Comelec’s Garcia, CSC’s Nograles hurdle CA after bypass in June",
2355,Maharlika fund bill now contains jail time provision for fraudulent actors,
2356,Comelec allows LTFRB to resume fuel subsidy program,
2357,Here is the schedule of Simbang Gabi Masses across the Philippines from December 15 to 23 (for the anticipated Masses in the evening) or from December 16 to 24 (for the dawn Masses).,
2358,What you need to know about EDCOM II that aims to fix learning crisis,
2359,"Follow audience on platforms like TikTok, journalists urge colleagues",
2360,"PHNOM PENH, Cambodia – While recognizing, repeatedly, that the investigation into the death of broadcaster Percy Lapid was still ongoing, President Ferdinand Marcos Jr. nevertheless said former Bureau of Corrections chief Gerald Bantag seemingly acted “with no fear of being punished.”",
2361,"MANILA, Philippines – On April 11, soldiers from the Philippines and its ally the United States opened the largest Balikatan exercise, where over 17,000 military personnel and officers are expected to participate.",
2362,"MANILA, Philippines – Chinese President Xi Jinping called presumptive Philippine president Ferdinand Marcos Jr. on Wednesday, May 18, to congratulate him on his recent election win and push for the further development of ties between Manila and Beijing.",
2363,"MANILA, Philippines – Party-list group Bicol Saro, which has one seat in the 19th Congress, has a new representative in the House of Representatives.",
2364,"In Ilocos Norte, a ‘tiny minority’ speaks up vs Marcos Jr.",
2365,"Close friends don’t point lasers at each other, Marcos tells China envoy",
2366,"MANILA, Philippines – Paper-based departure cards will be phased out starting May 1, according to the Bureau of Immigration (BI).",
2367,PH leaves mining transparency initiative after group cites shrinking civic space,
2368,This year marks the first time in the period of pandemic that Roman Catholic churches in the Philippines will open their doors and  the faithful in less restrictive celebrations of Simbang Gabi.,
2369,"MANILA, Philippines – The Department of Transportation named Vice Admiral Eduardo Fabricante as officer in charge of the Philippine Coast Guard (PCG) effective Friday, February 11.",
2370,Rappler Recap: Looking back at the 2020 Metro Manila lockdown,
2371,"MANILA, Philippines – The Partido Federal ng Pilipinas (PFP) –  the political party of President Ferdinand Marcos Jr. – has expelled former executive secretary Vic Rodriguez from the party.",
2372,"The Department of Education (DepEd) has amended the Panatang Makabayan, saying this was to make  it more solemn and inclusive of all religions, but many netizens questioned the move, citing pressing problems that the department should prioritize.",
2373,"MANILA, Philippines – The Commission on Higher Education (CHED) has temporary suspended the scholarship applications of freshmen  academic year 2022 to 2023 due to lack of funds.",
2374,"MANILA, Philippines – In most Filipino families, there is at least one person with aspirations to be an overseas Filipino worker (OFW).",
