,Text,Annotate
5243,Missing St. Scho Manila student now ‘found and safe’,
5244,"A student who was reported missing early this week has been found and is safe, the school administration said.",
5245,Angara: Leapfrog education problems through technology,
5246,"Senator Juan Edgardo ‘’Sonny’’ Angara, one of  of the Second Congressional Commission on Education (EDCOM 2), is pushing for the use of technology in solving the country’s education problems.",
5247,'Your pretty scholar signing off': Shout-out from Cong Frasco's scholar will tug at your heartstrings,
5248,"House Deputy Speaker and Cebu 5th district Rep. Vincent Franco ""Duke"" Frasco shared on Facebook Thursday, April 13 a heartwarming thank you message from one of his scholars who will be graduating soon.",
5249,"PAGASA: Scattered rain showers to prevail over Bataan, Zambales; improved weather elsewhere as LPA weakens",
5250,"The effect of the low pressure area (LPA), which was formerly tropical depression Amang, has weakened on Friday, April 14, but scattered rain showers may still affect Bataan and Zambales in the next 24 hours, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said in its latest weather advisory.",
5251,Marcos urges ASEAN: Address 'brain drain' in healthcare,
5252,"President Ferdinand ""Bongbong"" Marcos Jr. stressed that Southeast Asian countries must find ways to address human capital flight, particularly in the healthcare sector, for the region's benefit.",
5253,"Time to consider extending SIM registration deadline, says House leader",
5254,"With hardly 40 percent of the country’s subscriber identity module or (SIM) cards registered, Camarines Sur 2nd district Rep. LRay Villafuerte said its time for authorities to think about the extension provision in Republic Act (RA) No.11934 or the SIM Registration Act.",
5255,PBBM assures PH has ample rice supply,
5256,"President Ferdinand ""Bongbong"" Marcos Jr. has assured the public that the country has ample supply of rice and that his administration is doing its best to control the price of the staple grain.",
5257,DOH reports cases of Omicron subvariant XBB.1.9.1,
5258,"The Philippines has detected 54 cases of Omicron subvariant XBB.1.9.1, which is classified by the World Health Organization as a ""variant under monitoring,"" the Department of Health (DOH) said.",
5259,Ticket bought in Agusan del Norte yields new lotto millionaire,
5260,"A ticket bought in Santiago, Agusan del Norte yielded a new Super Lotto 6/49 millionaire in the 9 p.m. draw of the Philippine Charity Sweepstakes Office (PCSO) on Thursday, April 13.",
5261,Caritas Manila provides scholarship to agri students,
5262,"Caritas Manila, the social action arm of the Archdiocese of Manila, continues to provide scholarships to agriculture students every year.",
5263,Make modern jeepneys cheaper to magnify benefit of reduced CO2 emissions--Salceda,
5264,Albay 2nd district Rep. Joey Salceda has presented figures that should motivate anti-climate change crusaders to call for the production of cheaper modern jeepneys.,
5265,Magnitude 5.1 quake hits Agusan del Norte — Phivolcs,
5266,"The Philippine Institute of Volcanology and Seismology (Phivolcs) said a 5.1-magnitude earthquake hit Agusan del Norte past midnight on Friday, April 14.",
5267,Lone bettor wins P27.9-M Super Lotto 6/49 jackpot,
5268,"A solo player bagged the P27.9-million jackpot prize for the Super Lotto 6/49 during the evening draw on Thursday, April 13.",
5269,Rains persist due to LPA,
5270,"The Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) on Thursday, April 13 said the low pressure area (LPA), which was formerly known as tropical depression Amang, may continue to bring scattered rain showers and thunderstorms over parts of Luzon in the next 24 hours.",
5271,What to expect in PH-US alliance for the next decade?,
5272,"The Philippines and the United States have plotted their alliance for the next decade that focused on protecting sovereignty, achieving economic security and boosting existing partnerships in various areas.",
5273,"DepEd presents plans, directions to address education crisis in PH",
5274,"The Department of Education (DepEd) reiterated  to address and resolve the education crisis in the country during the meeting with the members of the Second Congressional Commission on Education (EDCOM II) on Thursday, April 13.",
5275,"Greater participation, collaboration needed to equip PH graduates with higher learning outcomes --- group",
5276,"An industry-led advocacy group on Thursday, April 13, underscored the urgent need for greater collaboration among stakeholders to ensure Filipino graduates would have  they need in the workplace.",
5277,Safe and sound: Cong Stella shares story of OFW Shiella,
5278,The story of a distressed overseas Filipino worker (OFW) being saved and reunited with his or her family is always worth telling.,
5279,Expert raises alarm over increasing PH Covid-19 positivity rate,
5280,"Health reform advocate Dr. Anthony “Tony” Leachon noted an uptick in the country’s Covid-19 positivity rate, attributing this rise to the increased mobility of people during Holy Week.",
5281,"LTO steps up drive vs fixers, 2 arrested in Iloilo, Albay",
5282,"Agents of the Land Transportation Office (LTO) have arrested two alleged fixers, including a barangay official,  in two separate operations in Iloilo City and in Oas, Albay.",
5283,"Cops nab 2 people engaged in manufacturing fake LTOPF, license cards for security guards",
5284,Police have arrested two people for allegedly manufacturing fake Licenses to Own and Possess Firearms (LTOPF) and license cards for security guards during an entrapment operation in Manila.,
5285,BI nabs overstaying British operating a resort in Palawan,
5286,"Bureau of Immigration (BI) operatives have arrested on Thursday, April 13, an overstaying British national operating an unlicensed resort for tourists in Coron, Palawan.",
5287,Gatchalian: Whole-of-gov't approach needed in fixing education sector woes,
5288,"Senator Sherwin Gatchalian stressed on Thursday, April 13 the importance of employing a whole-of-government approach in addressing the challenges of providing quality education to Filipino learners.",
5289,COA tags Imus City officials on 2021 purchase of ‘rusting’ electronic vehicles for P40.5-M,
5290,The Commission on Audit (COA) has tagged the government officials of Imus City in Cavite on the P40.56 million purchase in 2021 of electronic vehicles (e-trikes) which were already “rusting” and with batteries “already discharged or defective.”,
5291,"Get second Covid-19 booster shot to maintain wall of immunity, Solante urges public",
5292,Infectious disease expert Dr. Rontgene Solante urged the public to receive the second booster shot of the Covid-19 vaccine in order to help maintain the country’s wall of immunity against the coronavirus.,
5293,DOST trains 6 Pangasinan LGUs on efficient solid waste management,
5294,Waste management experts from the Department of Science and Technology (DOST) provided a two-day training workshop for six Pangasinan Local Government Units (LGUs) to  with science-based knowledge on proper waste management.,
5295,"Hontiveros lauds issuance of arrest warrants vs Bantag, Zulueta",
5296,"Senator Risa Hontiveros on Thursday, April 13,  the issuance of arrest warrants against former Bureau of Corrections (BuCor) chief Gerald Bantag and Ricardo Zulueta.",
5297,"Gov't, communities must be partners in implementing ecological laws--Legarda",
5298,Environmental advocate Senate President Pro Tempore Loren Legarda is pushing for cooperation between  and the government in implementing ecological laws to attain sustainability.,
5299,Speaker's right-hand man Dalipe reacts to high survey numbers,
5300,"""We are doing the right thing and the people know it.""",
5301,VP Duterte urges collective efforts in upgrading PH education,
5302,"Vice President and Education Secretary Sara Duterte on Thursday, April 13, underscored the need for “collective efforts” in addressing the problems faced by the country’s education sector.",
5303,"DOH sets measles, polio supplemental immunization drive on May 1 to 31",
5304,"The Department of Health (DOH) will launch next month a nationwide supplemental immunization campaign against  measles, rubella, and polio in a bid to prevent possible outbreak of such diseases this year.",
5305,"Marcos thanks Singapore's Temasek Foundation for its climate change, agri-fishery projects in PH",
5306,"President Ferdinand ""Bongbong"" Marcos Jr. has conveyed appreciation for Singapore's state sovereign fund non-profit philanthropic arm for its several projects in the Philippines.",
5307,"Keep hospitals running smoothly this summer, solon tells NGCP",
5308,"A pro-health congressman is asking the National Grid Corporation of the Philippines (NGCP) to ensure a steady supply of electricity this summer, if only to keep hospitals running smoothly.",
5309,PRC brings mobile services to Benguet,
5310,Residents of Benguet may conveniently avail of the Professional Regulation Commission’s (PRC) services as the agency is set to mount an outreach program in the area on April 18.,
5311,Senators blast ICC,
5312,Senators brushed off the rejection by the International Criminal Court (ICC) of a Philippine government appeal against its investigation into alleged human rights violations by the previous Duterte administration in connection with its anti-illegal drug campaign.,
5313,"ROTC revival has broad support across different age groups, including college-aged Pinoys--Gatchalian",
5314,"The proposal to implement the Reserve Officers’ Training Corps (ROTC) in college has broad support across different socio-economic classes and different age groups, including college-aged individuals.",
5315,"Romualdez a 'go-getter' Speaker, says Barzaga",
5316,"A ""go-getter"" Speaker of the House of Representatives.",
5317,Sec Remulla to Bantag: ‘Heed court’s arrest order’,
5318,"Department of Justice (DOJ) Secretary Jesus Crispin C. Remulla on Thursday, April 13, urged former Bureau of Corrections (BuCor) Director General Gerald Q. Bantag to heed the arrest order issued by the Muntinlupa City regional trial court (RTC).",
5319,Comelec gets ready for the 2025 hybrid national and local elections,
5320,Rookie solon thanks PBBM for 'wisdom' in deferring LRT fare hikes,
5321,"A neophyte congressman hailed President Ferdinand ""Bongbong"" Marcos Jr. on Thursday, April 13 for asking the Department of Transportation (DOTr) to postpone the planned fare increase on the Light Rail Transit (LRT)-1 and LRT-2 train lines.",
5322,"'Stay the course with us', Romualdez asks investors in US",
5323,"House Speaker Martin Romualdez and the flag of the United States (Speaker’s office, Unsplash)",
5324,'Konsyerto sa Palasyo' in Malacañang on April 22,
5325,"Malacañang will open its doors to new performing artists in the country by staging ""Konsyerto sa Palasyo""—a series of concerts inside the Palace.",
5326,PPA explains importance of port operations' digital shift in Senate inquiry,
5327,"While all government agencies are already going online in its transactions, the digitalization efforts of the Philippine Ports Authority (PPA) that are supposed to make port operations easier appears to be continuously hitting a snag.",
5328,"'Not appropriate' to increase LRT fare at this time, says Cong Roman",
5329,Raising the fare for the Light Rail Transit (LRT)-1 and  LRT-2 isn't appropriate at this time.,
5330,US visa application fees increase starting May 30,
5331,"The United States Embassy in Manila announced on Thursday, April 13, that it has increased its visa application fees, with visitor (B1/B2) visas up to US$185.",
5332,"DOH reminds parents to stay vigilant over kids when in pools, beaches",
5333,Parents were reminded by the Department of Health (DOH) to be cautious when their children are swimming in beaches or pools to avoid incidence of drowning.,
5334,63 NPA fighters yield in Mimaropa so far this year- police,
5335,"A total of  rebels have surrendered in MImaropa region this year, the regional police force disclosed on Thursday, April 13.",
5336,"'Supersizing' of medicine scholar slots shows PH learned lesson from pandemic, says Recto",
5337,"House Deputy Speaker and Batangas 6th district Rep. Ralph Recto says the country is showing that it has learned a lesson from the Covid-19 pandemic with its ""supersizing"" of medicine scholars' slots.",
5338,DOT commits P2M to oil-spill affected LGUs for tourism-related projects,
5339,The Department of Tourism (DOT) has announced that it will give P2 million to each of the oil spill-affected local government units (LGUs) as funding for their qualified tourism-related projects through the Tourism Infrastructure and Economic Zone Authority (TIEZA).,
5340,Cadaver of last missing passenger of ship that caught fire off Basilan recovered- PCG,
5341,﻿Personnel of the Philippine Coast Guard (PCG) have recovered the cadaver of the last remaining missing passenger of a vessel that caught fire off the waters of Basilan on March 29.,
5342,"SC launches new lawyers’ code on responsibility, accountability",
5343,"The Supreme Court (SC) on Thursday, April 13, launched the Code of Professional Responsibility and Accountability (CPRA) which will serve as “bible” for all lawyers and “compass” that would direct them “towards moral and just conduct.”",
5344,Tourism czar urges tourists to visit Puerto Galera as it remains ‘unaffected’ by oil spill,
5345,"Tourism Secretary Christina G. Frasco has called on tourists to visit the tropical paradise of Puerto Galera in Oriental Mindoro, saying the area  remains unaffected by the oil spill triggered by the sinking of motor tanker (MT) Princess Empress on Feb. 28.",
5346,Dela Rosa: Teves will virtually attend Senate probe on Degamo killing,
5347,Suspended Negros Oriental 3rd district Rep. Arnolfo ‘’Arnie’’ Teves Jr. will attend the scheduled April 17 Senate inquiry on the March 4 murder of Governor Roel Degamo and other political killings in Negros Oriental.,
5348,"China decries 'false accusations' of PH, US over South China Sea row",
5349,China has claimed it was falsely accused by the Philippines and the United States of conducting illegal activities in the South China Sea when these two countries called out Beijing for its reclamation and militarization activities there.,
5350,Party-list solon credits Speaker’s 'involved leadership' for high survey ratings,
5351,‘Amang’ weakens into LPA,
5352,"The Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said tropical depression Amang has weakened into a low pressure area (LPA) around 8 a.m., Thursday, April 13.",
5353,PCO's new logo symbolizes 'swift communication',
5354,"The Presidential Communications Office (PCO) has unveiled its new official seal, which it described as a symbol of  to the speedy dissemination of news and information.",
5355,"'We will work even harder,' says Romualdez after getting high performance rating",
5356,"Speaker Martin Romualdez vowed on Thursday, April 13 that the House of Representatives would work even harder as a lawmaking institution after the results of a nationwide survey gave him a high performance score.",
5357,"Ex-Iloilo City mayor, councilor charged with graft before Sandiganbayan",
5358,Former Iloilo City mayor Jed Patrick E. Mabilog and incumbent Councilor Plaridel C. Nava II have been charged with graft before the Sandiganbayan for creating a  that was granted a contract by the city government.,
5359,Two more Israel-made fast attack craft-missile arrive for PH Navy,
5360,"Two more brand new Israel-made Fast Attack Interdiction Craft-Missile (FAIC-M) have arrived in the country and will soon be deployed to secure littoral areas of the country, the Philippine Navy (PN) said.",
5361,Faithful invited to Apostolic Congress on Mercy,
5362,The Divine Mercy Philippines is inviting the faithful to join the Luzon Apostolic Congress on Mercy (LUACOM) 2023 on April 20 to 21 at the Malolos Convention Center in Bulacan.,
5363,Go files 'Philippine National Games Act' to develop promising Pinoy athletes,
5364,"Senator Christopher “Bong” Go, chairman of the Senate Committee on Sports, has filed a bill to develop promising Filipino athletes and cement the country’s status as a ‘’Sports Powerhouse in Asia"".",
5365,Padilla reacts to resumption of PH-China talks for joint exploration in WPS,
5366,"Senator Robinhood Padilla on Thursday, April 13, said he was heartened over the planned resumption of talks this May between the Philippines and China for oil and gas exploration in the West Philippine Sea (WPS).",
5367,"BFAR recommends to retain bans on fishing, harvesting seaweeds in oil spill-affected areas",
5368,"The Bureau of Fisheries and Aquatic Resources (BFAR) has  to keep the fishing bans on oil-spill affected areas in Oriental Mindoro, and keep the seaweed harvesting bans in Caluya, Antique as recent samples collected from said areas still showed polycyclic aromatic hydrocarbons (PAH), which are low-level contaminants.",
5369,"Court orders arrest of Bantag, Zulueta on murder charge for death of Bilibid inmate",
5370,An arrest order has been issued by the Muntinlupa City regional trial court (RTC) against former Bureau of Corrections (BuCor) director general Gerald Q. Bantag and the bureau’s former security officer Ricardo S. Zulueta on a murder charge for the death of a person deprived of liberty (PDL) at the New Bilibid Prison (NBP) in Muntinlupa City.,
5371,PBBM thankful for high approval rating,
5372,"President Ferdinand ""Bongbong"" Marcos Jr. expressed his gratitude for the public's unwavering support as showed by the results of the latest Pulse Asia Survey where he received a high approval rating in March.",
5373,PNP activates 2 police provincial offices in Maguindanao,
5374,The Philippine National Police (PNP) has activated two Police Provincial Offices (PPOs) in the Bangsamoro region following a result of a plebiscite which paved the way for the creation of Maguindanao Del Sur and Maguindanao Del Norte.,
5375,"PNP, UN official discuss road safety measures amid alarming PH fatal accident data",
5376,The Philippine National Police (PNP) has discussed with a top official of the United Nations measures to promote road safety in the Philippines amid alarming data on road accidents in the country.,
5377,New PDEG chief named amid controversy on P6.7B Manila drug haul,
5378,"The Philippine National Police (PNP) has appointed a new director of its Drug Enforcement Group (PDEG) following the controversy surrounding the alleged massive cover-up for Police Master Sgt. Rodolfo Mayo, Jr. who was tagged in the P6.7 billion drug haul in Manila last year.",
5379,Tropical Cyclone Amang Tracker,
5380,"This image from PAGASA shows the track and intensity forecast for tropical depression Amang as of 8 a.m., Thursday, April 13, 2023.",
5381,"Rains persist over parts of Bicol, S. Luzon, C. Luzon due to ‘Amang’",
5382,"Tropical depression Amang may continue to bring rains and strong winds to some parts of Bicol, Southern Luzon, and Central Luzon, said the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) on Thursday morning, April 13.",
5383,Signal No. 1 still up in some Luzon areas as ‘Amang’ lingers over Camarines Sur,
5384,"Tropical depression Amang continues to move “very slowly” over the northern part of Camarines Sur or near San Miguel Bay on Wednesday evening, April 12, said the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) in its latest bulletin.",
5385,P80-M Mega Lotto jackpot still up for grabs,
5386,"No one hit the jackpot prize for Mega Lotto 6/45 worth P80,967,403.20 in the evening draw of the Philippine Charity Sweepstakes Office (PCSO) on Wednesday, April 12.",
5387,"BOC seizes P20M worth of smart TVs, computer system units in Bulacan",
5388,"Agents of the Bureau of Customs (BOC) seized around P20 million worth of smart televisions  system units in a raid in a warehouse in Guiguinto, Bulacan.",
5389,"Negros Oriental ex-Gov Teves asks prosecutors to dismiss charges of illegal possession of firearms, explosives",
5390,Former Negros Oriental Gov. Pryde Henry A. Teves has asked government prosecutors to dismiss the criminal charges filed against him for alleged illegal possession of firearms and explosives which were reportedly seized by law enforcers.,
5391,Hontiveros seeks review of PH foreign policy toward China,
5392,A review of Philippine foreign policy toward China is in order.,
5393,Two ranking PNP officials go on leave amid illegal drugs 'cover-up' controversy,
5394,The head of the Philippine National Police- Drug Enforcement Group (PDEG) and another ranking officer of the unit have filed a leave of absence in connection with the controversy surrounding arrest of a police sergeant tagged in the 990 kilos of shabu seized in Manila last year.,
5395,EDCA issue: Cagayan guv says Galvez a ‘liar;’ acting defense chief reacts,
5396,"The word war between Cagayan Gov. Manuel Mamba and Senior Undersecretary Carlito Galvez Jr., officer in charge of the Department of National Defense (DND), is heating up as the two officials clashed over the establishment of four additional sites for the expansion of the Enhanced Defense Cooperation Agreement (EDCA).",
5397,PH’s daily Covid-19 cases projected to hit over 600 by May 15—DOH,
5398,"The Philippines could see over 600 Covid-19 cases per day by the middle of May, the Department of Health (DOH) said on Wednesday, April 12.",
5399,Comelec mulls COC filing for BSKE in malls,
5400,"After the various interventions employed to make the voter registration run smoother, the Commission on Elections said on Wednesday, April 12 that it eyes to conduct the filing of Certificates of Candidacy (COC) for the Barangay and Sangguniang Kabataan Elections (BSKE) in malls.",
5401,Marcos OKs setting up of single system for all gov't transactions,
5402,"President Ferdinand ""Bongbong"" Marcos Jr. has approved the creation of a single operating system for all government transactions to ensure ease of doing business in the country.",
5403,‘Amang’ makes another landfall over Camarines Sur,
5404,"Tropical depression Amang made another landfall in the town of Lagonoy in the province of Camarines Sur at 4 p.m., Wednesday, April 12, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said in its latest bulletin.",
5405,'Hybrid' voting system? Comelec says it's open to the idea,
5406,"The Commission on Elections (Comelec) said on Wednesday, April 12, that it is open to a hybrid voting system yet it would not just involve a single technology.",
5407,Tolentino on CHR findings: 'Let’s just hope our economy recovers soon',
5408,"""Let’s just hope our economy recovers soon.""",
5409,PH labor market should brace for 1.5-M additional workforce--Villanueva,
5410,"The country’s labor market must be ready for the 1.5 million individuals set to join the pool of Filipinos looking for work this year, Senate Majority Leader Joel Villanueva said on Wednesday, April 12",
5411,78 drowning cases recorded on Holy Week – PCG,
5412,"What was supposed to be a time for reflection turned out to be deadly for some as 78 cases of drowning in different parts of the country were monitored during the Holy Week last week, the Philippine Coast Guard (PCG) said Wednesday, April 12.",
5413,Teachers push for ‘shorter’ class time pending the return to old school calendar,
5414,"Pending the possible return to the pre-pandemic school calendar, a teachers’ group on Wednesday, April 12, proposed to the Department of Education (DepEd) to consider shortening class hours in schools during the hottest months of the year.",
5415,JV seeks broader defense alliance to fend off Chinese bullying at-sea,
5416,"Senate Deputy Majority Leader Joseph Victor “JV” Ejercito on Wednesday, April 12, sought the expansion of existing defense cooperation programs of the Philippines and its allies to counter Chinese bullying in the South China Sea (SCS) and West Philippine Sea (WPS).",
5417,PCG finds another possible casualty of Basilan ferry fire,
5418,"The Philippine Coast Guard (PCG) recovered Tuesday, April 11, another cadaver believed to be among the casualties in the deadly fire that hit MV Lady Mary Joy 3 last month.",
5419,DOH approves second Covid-19  booster shot for general population,
5420,"The general population will soon be allowed to receive their second booster shot against Covid-19, the Department of Health (DOH) announced on Wednesday, April 12.",
5421,OCD raises highest emergency protocol for ‘Amang’,
5422,"The Office of Civil Defense (OCD) hoisted Wednesday, April 12, the “Charlie” protocol – its highest level of emergency preparation – for tropical depression “Amang.”",
5423,Kabataan solon pokes holes at survey saying 8 of 10 Pinoys favor mandatory ROTC,
5424,Kabataan Party-list Rep. Raoul Manuel is challenging the veracity of the Pulse Asia survey results which indicated that a whopping 80 percent of Filipinos favored the return of mandatory Reserved Officers Training Corps (ROTC) for college students.,
5425,BI chief tells Risa: Fight vs human trafficking needs coordination among gov't agencies,
5426,"The fight to eliminate human trafficking can never be solved by the Bureau of Immigration (BI) alone, its top official said amid calls for overhauling of the agency over the failure to address the problem.",
5427,VP Duterte shares parenting tips; 'Walang short cut',
5428,"Vice President and Education Secretary Sara Duterte called on parents to make sure that their children are attending school during a visit in Sta. Maria, Laguna on Wednesday, April 12.",
5429,Balikatan: AFP to provide aid for fishers affected by at sea drills; PBBM interested in watching exercises,
5430,"The Armed Forces of the Philippines (AFP) disclosed Wednesday, April 12, that it will give assistance to the fisherfolk that will be affected by the “Exercise Balikatan” at sea drills.",
5431,'No soft skills?': Salceda says high inflation makes it hard for Pinoys to find jobs,
5432,"High inflation is more likely making it difficult for Filipinos to land jobs, and not so much as the reported lack of ""soft skills"" among graduates in the ongoing Covid-19 pandemic.",
5433,"Ex-QC mayor Bautista, then city administrator Cuña charged in 2 graft cases before Sandiganbayan",
5434,Former Quezon City mayor Herbert “Bistek” M. Bautista and then city administrator Aldrin C. Cuña have been charged with two counts of graft before the Sandiganbayan for alleged irregular implementation of projects amounting to P57.4 million when they were city officials.,
5435,DPWH builds P190-M flood shield projects in Camarines Sur,
5436,"The Department of Public Works and Highways (DPWH)  a P190 million river dike project which will protect the residents of the flood-prone barangays in Nabua, Camarines Sur.",
5437,BIR: No extension of deadline for April 17 ITR filing,
5438,The Bureau of Internal Revenue (BIR) is not keen on extending the April 17 deadline for the submission of the 2022  tax return (ITR).,
5439,‘Amang’ maintains strength as it traverses the coastal waters of Camarines Sur,
5440,"Tropical depression Amang maintained its strength as it traverses the coast of Caramoan, Camarines Sur on Wednesday afternoon, April 12, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said in its latest bulletin.",
5441,"700 Bilibid guards relieved of their posts, to undergo retraining",
5442,Seven hundred jail guards at the  of the New Bilibid Prison (NBP) in Muntinlupa City were relieved of their posts and directed to undergo retraining for one month.,
5443,Vistan's appointment as UP Diliman chancellor questioned,
5444,"A group of faculty members and professors from the University of the Philippines (UP), in an open letter, questioned the appointment of UP Law School Dean Edgardo Carlo Vistan II as the new UP Diliman Chancellor.",
5445,US shouldn't use PH as staging area for war--Robin,
5446,"The expanded Enhanced Defense Cooperation Agreement (EDCA) between the Philippines and the United States (US) should not be used by the latter as a reason to turn the Philippines into a staging area for offense against China, Senator Robinhood Padilla said on Wednesday, April 12.",
5447,"Marcos to ARTA: Simplify, expand business licensing manual",
5448,"President Ferdinand ""Bongbong"" Marcos Jr. has ordered the Anti-Red Tape Authority (ARTA) to simplify the business licensing manual and expand its usage around the country.",
5449,Jinggoy's bill to make online publication of laws acceptable,
5450,"Senator Jinggoy Ejercito Estrada is seeking the publication of laws, as a prerequisite of effectivity, in the online version of the Official Gazette as well as websites of newspapers of general circulation.",
5451,"PBBM's priorities are food security, boosting agriculture --- PCO",
5452,The Presidential Communications Office (PCO) has assured the public that ensuring food security in the country and improving the agriculture sector are still top priority programs of the Marcos administration.,
5453,PH confidence on US alliance unaffected by alleged intelligence leaks,
5454,"Despite a highly-classified Pentagon intelligence information that alleged the United States (US) could be spying on its allies, the Philippines on Wednesday, April 12 (Manila time), maintained its confidence over its alliance with Washington and expressed support for the investigation into the leak.",
5455,What is the proposed Water Trust Fund? Cong Duterte explains,
5456,The creation of a so-called Water Trust Fund (WTF) is an indispensable part of the congressional effort to establish a Department of Water Resources (DWR).,
5457,'Malaki matitipid': Alvarez tells gov't to get rid of 'parasitic entities',
5458,Davao del Norte 1st district Rep. Pantaleon Alvarez (Facebook),
5459,"Zubiri, Romualdez, Gesmundo see ‘significant changes’ in their performance ratings — Pulse Asia",
5460,"Senate President Juan Miguel Zubiri, Speaker Martin Romualdez, and Chief Justice Alexander Gesmundo experienced “significant changes” in their respective performance ratings between November 2022 and March 2023, based on the Pulse Asia survey results released on Wednesday, April 12.",
5461,"PCO to public: File returns, pay taxes anywhere",
5462,"As the deadline for the filing and payment of the 2022 Annual  Tax Return (AITR) approaches, the Presidential Communications Office (PCO) has reminded the public to maximize the Bureau of Internal Revenue (BIR)'s ""File and Pay Anywhere"" setup.",
5463,China warns PH-US alliance must keep off SCS disputes,
5464,"China has warned the Philippines and the US that their military cooperation must not harm its interests, including those in the South China Sea.",
5465,PH-US joint efforts in defending territories vs China's incursion assured,
5466,The Philippines and the United States are now beefing up their efforts to protect the Philippine territories against Beijing's incursive activities in the South China Sea as the two sides sounded alarm on the developments in the highly-contested waters.,
5467,"PH, US to focus on economic, environment, health concerns",
5468,"The Philippines and the United States (US) will advance partnerships and exchanges on varied issues involving economic and environmental security, chief among them are public health emergency resiliency, virology and vaccines, renewably energy, marine protection, and food security.",
5469,"SC approves code on lawyers’ responsibility, accountability; sets launch at Manila Hotel April 13",
5470,The Supreme Court (SC) has approved the Code of Professional Responsibility and Accountability (CPRA) – a set of rules on the ethical conduct and accountability of lawyers in the practice of law.,
5471,"Public assessment of Marcos admin’s performance ‘generally positive’, survey says",
5472,The Marcos administration enjoyed “small to huge majority approval ratings” in its handling of the seven issues where its performance was assessed in the latest Pulse Asia survey.,
5473,Ako Bicol Party-list moves to assist 'Amang'-affected residents,
5474,"With signal no.1 hoisted over most of Bicol, Ako Bicol Party-list Rep. Zaldy Co bared on Wednesday morning, April 12 that his group is ready to provide assistance to locals affected by Tropical Depression ""Amang"".",
5475,Bishop expresses concern over mining activities in Homonhon Island,
5476,Bishop Varquez said the continuous mining operations in the island will destroy not only the natural resources in the area but will also affect the safety and livelihood of the residents.,
5477,"Marcos, Duterte maintain high approval, trust ratings in March 2023 Pulse Asia survey",
5478,"President Ferdinand Marcos Jr. and Vice President Sara Duterte received majority approval and trust ratings in the March 2023 Ulat ng Bayan survey results released on Wednesday, April 12.",
5479,Revilla seeks probe on PNP execs’ links to P6.7-B drug haul,
5480,Senator Ramon ‘’Bong’’ Revilla Jr. wants a legislative inquiry into the alleged involvement of ranking Philippine National Police (PNP) officials in the P6.7-billion dangerous drug haul last year.Senator Ramon ‘’Bong’’ Revilla Jr. wants a legislative inquiry into the alleged involvement of ranking Philippine National Police (PNP) officials in the P6.7-billion dangerous drug haul last year.,
5481,Go renews push for modernization of the Bureau of Immigration,
5482,Senator Christopher ‘’Bong’ Go has renewed his push for the modernization of the Bureau of Immigration (BI) amid recurring departure  and corrupt practices.,
5483,Villafuerte explains why a state of calamity must be declared in all ASF-stricken areas,
5484,A ranking congressman is prodding authorities to declare a state of calamity in all African Swine Fever (ASF)-affected areas in the country.,
5485,"Mimaropa cops lauded for maximum visibility, efficient response during Holy Week",
5486,"Police Brig. Gen. Joel Doria, director of the Police Regional Office 4B, lauded all his men for what he describes as peaceful observation of the Holy Week in Mimaropa, especially in known tourist destinations in the region.",
5487,Cyclone Amang ‘meanders’ over Lagonoy Gulf; 11 Luzon areas still under Signal No. 1,
5488,"Tropical depression Amang was almost stationary over Lagonoy Gulf as of Wednesday morning, April 12, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said in its latest bulletin.",
5489,"Gov't allots P300M for cops' special training on cybercrime, case build-up",
5490,"The national government has provided P300 million for special training and education of policemen on further improving law enforcement capabilities, particularly on digital innovations amid the prevalence of cybercrime in the country.",
5491,No more drownings? Solon wants swimming turned into a basic education subject,
5492,The dozens of deaths reported due to drowning this April may have been mitigated had swimming been taught as a basic education subject in schools.,
5493,‘Amang’ traverses northeastern part of Camarines Sur; Signal No. 1 still up in 11 Luzon areas,
5494,"Tropical depression Amang continued to move westward, while its center was in the northeastern part of Camarines Sur around 1 a.m., Wednesday, April 12, said the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA).",
5495,"‘Amang’ makes landfall over Panganiban, Catanduanes",
5496,"Tropical depression Amang weakened slightly after making landfall over Panganiban, Catanduanes around 10 p.m., Tuesday, April 11, based on the latest bulletin of the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA).",
5497,No jackpot winners for PCSO major lotto games in April 11 draw,
5498,"There were no jackpot winners for the Philippine Charity Sweepstakes Office (PCSO) major lotto games in its 9 p.m. draw on Tuesday, April 11.",
5499,DSWD ensures adequate augmentation support to oil spill-affected LGUs in Oriental Mindoro,
5500,"The Department of Social Welfare and Development (DSWD) assured on Tuesday, April 11, that there is adequate intervention for families and individuals affected by the oil spill in Oriental Mindoro,  the disaster response operations and efforts of their local government units (LGUs).",
