,Text,Annotate
2342,"A National Simultaneous Earthquake Drill (NSED) will be conducted on March 9 to help the public prepare for a possible catastrophic earthquake, or “The Big One,” that may hit the Philippines, the Office of Civil Defense (OCD) said Sunday.",
2343,Officials of the National Historical Commission of the Philippines (NHCP) led  on Saturday of the 124th anniversary of the start of the Philippine-American War.,
2344,"The USS America (LHA-6), an amphibious assault ship of the US Navy, is currently docked at the Port of Manila to give its crew time for rest and recreation, according to a report by JP Soriano on ""24 Oras.""",
2345,"OCTA: Marcos has 84% trust rating; Sara Duterte, 87%",
2346,Tejano would need Marcos’ reappointment if he gets bypassed by CA next week —Estrada,
2347,"Jeepney, PUV groups to hold transport holiday next week",
2348,"Two arrested for estafa over investments in hauling, selling scrap",
2349,SC upholds ruling vs. husband who inflicted psychological violence on wife,
2350,The National  Commission has ordered its regional units to be on full alert to ensure uninterrupted  services amid the expected volume of travelers during the Holy Week break.,
2351,"Malaysia, US help Ph search for missing medevac plane in Palawan",
2352,Philippine marriages increased by 50% in 2021 compared to 2020,
2353,"One of the Filipino ""comfort women"" during the Japanese occupation passed away over the weekend while continuing to fight for justice.",
2354,"The COVID-19 positivity rate in the National Capital Region (NCR) increased slightly to 2.4% on Friday, independent monitoring group OCTA Research said on Sunday.",
2355,The Philippines reportedly has lost about half of mangrove or “bakawan” over the past years.,
2356,"The remains of all four victims of the Cessna plane crash in Albay have been retrieved after 13 days, Camalig, Albay Mayor Carlos Baldo said on Thursday night.",
2357,The Department of Transportation (DoTr) ordered faster immigration screening for outbound international travelers amid the expected influx of passengers for the Holy Week.,
2358,"Former Philippine National Police-Drug Enforcement Group (PDEG) Director Police Brigadier General Narciso Domingo may face stiffer administrative charges, relative to his subordinates, over an alleged cover-up of the P6.7 billion shabu drug bust in Manila October of last year.",
2359,The Commission on Elections (Comelec) and National Citizens' Movement for Free Elections (NAMFREL) on Saturday said that the Marawi plebiscite was generally smooth and peaceful.,
2360,Transportation Secretary Jaime Bautista on Wednesday said the government will not move forward  phasing out traditional jeepneys until there are enough units of modernized jeepneys to support the demand ,
2361,University of Baguio student becomes first visually impaired Bar passer,
2362,Makabayan bloc seeks inquiry into Davao model Yvonette Plaza's death,
2363,"President Ferdinand ""Bongbong"" Marcos Jr. on Thursday asked Filipino-Chinese business leaders to continue supporting the government in its measures to develop the country.",
2364,"The Senate Committee on Labor, Employment and Human Resources Development will tackle the bills seeking to increase the minimum wage in the country on May 10, Senator Jinggoy Estrada said Monday.",
2365,"The Philippines registered 274 new COVID-19 cases on Saturday, while the active tally rose to 9,603.   The new cases brought the country’s caseload to 4,083,529, based on data from the Department of Health.   The country’s active tally increased to 9,603 from 9,568 on Friday.   The National Capital Region logged the highest number of new infections with 1,072 in the past two weeks, followed by the Davao Region with 405, Northern Mindanao with 344, Calabarzon with 327, and Central Visayas with 172.   Meanwhile, the recovery tally climbed to 4,007,510, while the death toll went up to 66,416.   A total of 2,948 individuals were tested on Friday, and 278 testing laboratories submitted data.",
2366,"Arnie Teves to face House ethics probe via video conference, says lawyer",
2367,Lack of classrooms must top DepEd’s priorities —commissioned survey,
2368,Former senator Leila De Lima on Wednesday scoffed at former president Rodrigo Duterte's defense of his administration's deadly war on drugs.,
2369,"The country’s COVID-19 positivity rate dropped to 1.8% on Friday, independent monitoring group OCTA Research said on Saturday.",
2370,"Foreign embassies have expressed their condolences over the death of former Philippine top diplomat Albert Del Rosario, who died Tuesday  while in transit to the United States.",
2371,"President Ferdinand ""Bongbong"" Marcos Jr. on Monday named Police Major General Benjamin Acorda Jr. as the new chief of the Philippine National Police.",
2372,Philippine National Police Drug Enforcement Group (PNP-PDEG) director Police Brigadier General Narciso Domingo was removed from his post amid the ongoing investigation on the alleged cover-up in connection with the P6.7-billion drug haul.,
2373,"Fresh COVID-19 cases at 781; active infections rise to 4,960 —DOH",
2374,"The Department of Health (DOH) recorded 437 new COVID-19 cases on Saturday, while the active tally rose to 9,480.",
2375,"Philippines logs 1,171 new COVID-19 cases from March 13–19, 2023",
2376,"Solon asks GSIS help, Senate nod on retirement age at 56",
2377,The Department of Agriculture (DA) said Wednesday it is targeting to start selling confiscated smuggled sugar at Kadiwa centers by April this year.,
2378,"The Makabayan bloc has called for the charges against Tacloban  journalist Frenchie May Cumpio and four other activists to be dropped, saying their detention is a use of law to stifle press freedom.",
2379,Contract for unified online ticketing system canceled —PPA,
2380,"BuCor requires face masks, antigen tests amid COVID-19 cases",
2381,"The Department of Transportation (DoTr) wants to expand the online payment scheme to more modes of public transportation, Joseph Morong reported on “24 Oras” on Tuesday.",
2382,"Senator Nancy Binay on Thursday said she is hoping to see the “aggressive” side of President Ferdinand “Bongbong” Marcos Jr. and  ""less lenient"" to his Cabinet in his second year in office.",
2383,"Chinese navy ship, militia vessels spotted near Pag-asa Island - PCG",
2384,"Marcos departs for Japan to seek more investments, boost collab in agri, defense",
2385,Comelec halts proclamation of Erwin Tulfo amid DQ petition,
2386,"Marcos says gov't reviewing EO 138, devolution issues",
2387,DA-BFAR: Mitigating measures in place to ensure enough fish supply amid El Niño threat,
2388,Palace updates exceptions to right to information,
2389,"Police officials who have been linked to the P6.7 billion worth of shabu seized in Manila late last year should be removed from their posts, Senator Ronald ""Bato"" Dela Rosa said on Tuesday.",
2390,"The Technical Education and Skills Development Authority (TESDA) on Tuesday said it planned to provide the more than 2,000 oil spill affected fisherfolk of Oriental Mindoro with alternative livelihood training.",
2391,DOTr says railway lines ready to extend ops amid transport strike,
2392,"Women all over the world continue to break the glass ceiling and achieve greater heights in various fields.  But the struggle remains as millions remain undervalued, deprived and not treated equally in society.",
2393,Transport groups hail strike as successful as gov’t agrees to revisit modernization guidelines,
2394,SC: Ban on losing candidates as party-list nominees unconstitutional,
2395,"Philippines logs 144 new COVID-19 cases; active tally drops to 9,070",
2396,Chinese warship spotted near Pag-asa Island,
2397,Gatchalian proposes LGUs' automatic income classification to improve public services,
2398,DOH to Marcos: No need to bring back mandatory face mask policy,
2399,"The Philippine National Police (PNP) is looking into a possible pattern in the recent armed attacks against elected government officials, according to PNP chief Police General Rodolfo Azurin Jr. on Friday.",
2400,"The Department of Justice (DOJ) is set to issue an international lookout bulletin on Negros Oriental Representative Arnolfo “Arnie” Teves Jr. next week, according to Mav Gonzales’ “24 Oras Weekend” report on Saturday.",
2401,Cops gather more evidence at site of fraternity initiation in Salilig case,
2402,"China's embassy in the Philippines said its ambassador Huang Xilian's remarks about overseas Filipino workers (OFWs) in Taiwan were misquoted, misunderstood, or taken out of context.",
2403,Korean ambassador asks PH to deport 3 nationals,
2404,"The Department of National Defense (DND) on Saturday objected to Chinese Ambassador Huang Xilian's claim that the Philippines was “stoking” geopolitical tensions by offering the United States access to its military bases near Taiwan.   ""The Department of National Defense takes exception to the statement of Chinese Ambassador to the Philippines Huang Xilian that the Philippines is meddling in the internal affairs of China concerning Taiwan,"" the agency's spokesperson, Arsenio Andolong, said in a statement.   In a separate statement, National Security Council spokesperson Assistant Director General Jonathan Malaya clarified that “the Philippines has no intention of interfering in the Taiwan issue and will not allow itself to be used by other countries to interfere in the said issue.”",
2405,"Police, military 'impunity' still 'significant problem' in PH –US report",
2406,Tolentino to take up ICC investigation vs. Duterte with EU MPs,
2407,Police rescued a househelp who was allegedly detained in a condominium unit in Taguig City by her two Chinese employers.,
2408,"The Department of Transportation (DOTr) on Tuesday said it will increase the equity subsidy for drivers of public utility vehicles (PUV) to P260,000 to allow them to purchase e-jeepneys for the PUV modernization program.",
2409,"The Commission on Elections (Comelec) en banc is discussing the policies and the specifications of the new technology that will be adopted in the next elections, Comelec spokesperson Rex Laudiangco said Monday.",
2410,DBM chief says LGUs to exercise stronger autonomy with full devolution,
2411,The Federation of Free Workers (FFW) on Thursday urged the government and private sector to end discrimination against workers and civil servants.,
2412,"After rumors circulated last week that former first lady Imelda Marcos had passed away, current First Lady Liza Araneta-Marcos on Sunday posted a photo of herself next to her mother-in-law.",
2413,A bill seeking to create an online library which will serve as a repository of digitized copies of all textbooks and reference books of all elementary and secondary students has been filed in the Senate.,
2414,"While the water level in Angat Dam remains ""normal,"" the National Water Resources Board (NWRB) on Wednesday urged the public to conserve water due to the threat of El Niño.",
2415,"PNP eyes joint maritime security ops with PCG, Navy — Azurin",
2416,Marcos: Rising prices remain biggest problem of Filipinos,
2417,"700,000 Filipinos develop tuberculosis every year –DOH",
2418,"Marcos declares April 21, 2023 a holiday for Eid’l Fitr",
2419,"The Department of Health (DOH) on Tuesday recorded 287 new COVID-19 cases as the active tally climbed to 10,263.",
2420,Abalos on efforts vs. big drug groups: Record will speak for itself,
2421,"The Department of Education (DepEd) will coordinate with the Philippine National Police (PNP) regarding security measures following the death of a minor who accidentally shot himself with his father’s service firearm in school, the agency’s spokesperson said Friday.",
2422,Hontiveros resolution urges gov’t to pay ‘comfort women’ reparations,
2423,"Poe wants LTO's 'complete report' on plates, licenses backlog",
2424,House appropriations panel chairperson Zaldy Co of the Ako-Bicol party-list called on government agencies on Wednesday to disburse their infrastructure funds ahead of the spending ban due to the barangay and youth council polls in October.,
2425,"49 PNP officials, personnel seen to have criminal, admin liability due to 990-kg shabu bust",
2426,"A recent order of the Department of Transportation (DOTr) has stripped administrative and financial decision functions from some of its key attached agencies, thereby limiting their authorities.",
2427,No direct evidence linking Arnie Teves to Degamo slay —lawyer,
2428,The Philippines has detected its first case of COVID-19 Omicron subvariant XBF—a  sublineage of BA.5.2.3 and CJ.1 —based on the latest data by the Department of Health (DOH).,
2429,"Over a hundred cases of heat exhaustion have been reported this warm and dry season, the Department of Health (DOH) said on Tuesday.",
2430,Marcos wants more cold storage facilities to avoid spoilage of fisherfolks' catch,
2431,"Congress has ratified the bill writing off all unpaid principal loans, including interests, penalties, and surcharges worth some P57 billion incurred by Comprehensive Agrarian Reform Program (CARP) beneficiaries.",
2432,Filipinos join Earth Hour 2023,
2433,Progressive  on Friday the 1986 EDSA People Power Revolution ahead of its 37th anniversary on February 25.,
2434,Marcos hopes transport strike won't push through,
2435,"Japan: As of now, no talks on joint patrols with Australia, PH, US",
2436,"The congestion rate in Bureau of Jail Management and Penology facilities was at 370%, BJMP spokesperson Jail Chief Inspector Jayrex Bustinera said Friday.",
2437,"Oil spill stirs up bayanihan spirit among gov't agencies, fisherfolk",
2438,‘Comfort women’ happy with UN panel report,
2439,The Kabataan Party-list and other youth groups called for true freedom and the well-being of the Filipino people as they marched to the People Power Monument on Saturday  the 37th anniversary of the EDSA People Power Revolution.,
2440,UHC law can’t be applied retroactively —DOJ,
2441,Apostolic Nuncio to the Philippines Archbishop Charles Brown on Thursday asked Filipinos to pray for the speedy recovery and good health of Pope Francis who was diagnosed with a respiratory infection.,
2442,Senator Raffy Tulfo on Tuesday asked the Department of Public Works and Highways (DPWH) the measures they are implementing to ensure that informal settlers will be safe in case of a powerful earthquake.,
2443,"Attacks vs elected officials 'isolated', not yet alarming, Azurin says",
2444,MIAA looking to turn NAIA-2 into all-domestic terminal,
2445,The Department of Health (DOH) on Saturday reminded the public to observe health protocols to prevent the spread of COVID-19 during the Holy Week festivities.,
2446,"Senate reso honors late ex-DFA chief Del Rosario, role in The Hague victory",
2447,"President Ferdinand ""Bongbong"" Marcos Jr. on Thursday expressed optimism on several projects from Singapore that could help the country's agriculture and climate change measures.",
2448,Biñan City police have  for violation of the Anti-Hazing Law against six individuals linked to the death of Adamson University student John Matthew Salilig.,
2449,LandBank to give ARBs children P100K annual scholarship grant,
2450,President Ferdinand “Bongbong” Marcos Jr. summoned Chinese Ambassador Huang Xilian to express his serious concern over the increasing frequency and intensity of actions of China against personnel of the Philippine Coast Guard and Filipino fishermen.,
2451,Three more witnesses on the supposed rehabilitation of 50-year-old MT Dorothy Uno into MT Princess Empress went to the National Bureau of Investigation (NBI) to give sworn statements on their involvement in the alleged repairs.,
2452,"The Sandiganbayan has set bail for lawyer Jessica “Gigi” Reyes at P450,000 in connection with the graft charges she is facing over the alleged misuse of her former boss Juan Ponce Enrile's pork barrel fund.",
2453,Philippines' active COVID-19 cases drop below 10K,
2454,"The designation of new EDCA sites—additional Philippine military facilities which may be accessed by US forces—is seen as a provocation to China, an expert from a think-tank has said.",
2455,The Quiapo Church on Thursday released the route for the motorcade and parade of the image of the Black Nazarene around Manila on Good Friday.,
2456,"Government efforts would be for nothing if the public would not benefit from it, President Ferdinand ""Bongbong"" Marcos Jr. said Monday.",
2457,National University - Manila grad tops Sanitary Engineer licensure exams,
2458,Tulfo suggests processing center for private planes amid alleged human smuggling,
2459,Senate public services chairperson Grace Poe on Monday expressed dismay over a “drought  goals” among water agencies in preventing a water crisis amid the dry season.,
2460,Malacañang over the weekend denounced a fake memorandum claiming that government employees would have two days worth of pay deducted from their salaries to provide relief for Turkey and Syria.,
2461,"SC junks graft, falsification raps vs. Degamo, 3 others over use of calamity fund",
2462,"Duterte amid ICC developments: If I rot in prison, so be it",
2463,Former National Security Adviser Clarita Carlos said she offered to resign several times after Ferdinand Marcos Jr. relayed to her some information and she felt she had to leave the post.,
2464,"Justice Secretary Jesus Crispin Remulla has ordered the creation of a special task force which will handle the 23 cases of political killings in Negros Oriental, including that of slain Negros Oriental Governor Roel Degamo.",
2465,LWUA to roll out infra to ensure enough water resources amid El Niño threat,
2466,Salceda: Eased inflation both good and bad news,
2467,"Some persons of interest have been identified in the ambush that killed Aparri, Cagayan Vice Mayor Rommel Alameda and five others in Bagabag, Nueva Vizcaya, Philippine National Police (PNP) chief Police General Rodolfo Azurin Jr. said  Monday.",
2468,"The Philippine government intends to appeal the resumption of the International Criminal Court’s (ICC) inquiry into the drug war before the ICC Appeals Chamber, Solicitor General Menardo Guevarra said Friday.",
2469,VP Sara orders DepEd to coordinate with PNP for security,
2470,Alleged CPP leader arrested in Malaysia —PNP,
2471,"The proposed additional benefits for Philippine National Police Academy (PNPA) cadets are now in effect, public information office chief Police Lieutenant Colonel Louie Gonzaga said Wednesday.",
2472,"Amending the 1987 Constitution to allow 100% foreign ownership of land and public industries would put the country’s national security at great risk, lawyer and Bayan Muna chairperson Neri Colmenares said Monday.",
2473,"PSA: More than 50M Filipinos now have their PhilIDs, ePhilIDs",
2474,Cases of violence against women and their children have topped the charges which have been filed against police officers based  before the PNP Integrity Monitoring and Enforcement group since last year.,
2475,"Senator Robin Padilla, chairman of the Senate Committee on Constitutional Amendments and Revision of Codes, plans to release  reports on the measures seeking to amend the 1987 Constitution.",
2476,Remulla to WPP: Help families of those charged in Degamo slay,
2477,"Degamo's widow reiterates call for Arnie Teves to return to PH, face allegations",
2478,The Department of Budget and Management (DBM) on Wednesday said the Marcos administration has allocated P2.39 billion for the National Greening Program under the 2023 General Appropriation Act (GAA).,
2479,Mental health issues affecting general population amid hard times —Pimentel,
2480,Senator Ronald “Bato” dela Rosa is open to investigating officers of the Philippine National Police and Philippine Drug Enforcement Agency who allegedly give 30% of the confiscated drugs from successful operations to their informants.,
2481,Japan has formally asked the Philippine government to deport four of its citizens suspected of directing a series of robberies there while detained in the Philippines.,
2482,Lawyer of Japanese fugitives says VAWC raps not invented,
2483,"Kicking off Balikatan drills in PH, US vows defense in South China Sea",
2484,Senate Minority Leader Aquilino “Koko” Pimentel III on Friday prodded the Senate blue  to start the investigation into the alleged “government-sponsored” sugar smuggling.,
2485,DSWD’s Gatchalian to prioritize fixing list of beneficiaries,
2486,"Marcos to 2022 Bar exam passers: Serve country with integrity, compassion",
2487,"President Ferdinand ""Bongbong"" Marcos Jr. has appointed new judges and an official of the Bureau of Jail Management and Penology, Malacañang announced on Tuesday.",
2488,"The proposed fare discount for public utility vehicles (PUVs), to be implemented in the National Capital Region in April, will also be offered in select routes nationwide, the Department of Transportation (DOTr) said Thursday.",
2489,Senator Francis Tolentino on Monday urged the National Bureau of Investigation to look into the physician who supposedly refused to give medical aid to alleged hazing victim John Matthew Salilig.,
2490,The Armed Forces of the Philippines (AFP) is optimistic about the agreement of the Philippines and the United States to designate four new sites in the country for the Enhanced Defense Cooperation Agreement (EDCA).,
2491,"Foreign Affairs Secretary Enrique Manalo and Defense officer-in-charge Senior Undersecretary Carlito Galvez will lead the Philippine delegation to the third iteration of the 2+2 policy level dialogue, the Department of Foreign Affairs said Wednesday.",
2492,DOH to discuss with DBM reforms in paying delayed health workers’ COVID-19 allowance,
2493,Department of Foreign Affairs (DFA) chief Enrique Manalo on Wednesday said six of the 16 projects in the five initial Enhanced Defense Cooperation Agreement (EDCA) locations would  this year.,
2494,DND sets budget for ROTC uniforms at P5 billion –Dela Rosa,
2495,"Comelec allows COC filing for 2023 BSKE in malls, big public spaces for populated areas",
2496,Marcos thanks Malaysia for role in peace process in Mindanao,
2497,Senator Imee Marcos on Tuesday urged the government to act promptly and provide long-term solutions to the problems in the country’s maritime industry following the European Union’s (EU) decision to continue recognizing the certificates for seafarers issued by the Philippines.,
2498,"DOH logs 89 new COVID-19 cases, lowest daily tally since April 2020",
2499,Filipino family in Sudan walked 5 km to escape war zone,
2500,"Gov't offers programs to improve lives of drug users, former rebels - DILG",
2501,VP Sara: Pregnancy should not hinder teenage girls from finishing studies,
2502,"NCSC wants pension disbursed thru cash cards, remittance centers",
2503,The camp of former Senator Leila de Lima on Monday said that convicted drug dealer Herbert Colanggo failed to present evidence to prove that she was involved in drug transactions during her stint as Justice secretary.,
2504,"Complications arising from the possible China-US conflict to the Philippines, and even to the whole ASEAN region cannot be avoided, Philippine Ambassador to Washington Jose Manuel Romualdez said on Sunday (Manila time).",
2505,"Shabu worth P6.7 billion that were seized from now-dismissed Police Master Sergeant Rodolfo Mayo in 2022 have been destroyed, the Philippine National Police (PNP) said Tuesday.",
2506,"The two houses of Congress, as well as the Supreme Court and President Ferdinand ""Bongbong"" Marcos Jr.'s Cabinet, all scored ""very good"" net satisfaction ratings based on a December 2022 survey by the Social Weather Stations (SWS).",
2507,"Kidnapping victim found dead in Tanza, Cavite",
2508,The suspects who have executed extra-judicial confessions in connection with the attack on the residence Negros Oriental Gov. Roel Degamo last weekend have tagged a prominent person as the mastermind behind the killing.,
2509,Marcos admin to launch 'Konsyerto sa Palasyo',
2510,"Tobacco smokers struggling to quit have options, says group",
2511,MIAA: Contingencies in place for ‘unadvised’ passengers on May 17 airspace shutdown,
2512,BFAR: Fish supply enough despite increased demand during Holy Week,
2513,"Justice Secretary Jesus Crispin Remulla on Friday said he will attend the Senate public order and dangerous  probe into the killing of Negros Oriental Governor Roel Degamo on Monday, April 17.",
2514,At least four senators expressed dismay Monday over the supposed poor management of the country’s main airport after a power outage hit Ninoy Aquino International Airport on Labor Day.,
2515,BI to eliminate paper-based departure cards on May 1,
2516,House approves on 2nd reading bill safeguarding freelancers,
2517,Marcos says Filipinos 'reaping fruits' of father's admin building NKTI,
2518,NLEX connector España section to open on March 27,
2519,Finance Secretary Benjamin Diokno is reviving his proposal to reform the pension system for military and uniformed personnel (MUP) under the Marcos administration as he warned that failure to address the ballooning cost of pensions for retirees could lead to a “fiscal collapse.”,
2520,"The Department of Justice (DOJ) wants the cases against the four Japanese nationals, who are suspected of being masterminds of illegal activities in Japan, to be dismissed in order to facilitate their deportation.",
2521,The Department of Foreign Affairs on Thursday rejected China's claim that its coast guard's use of laser pointer against Philippine government crew conducting a resupply mission to Ayungin shoal was merely for navigation safety purposes.,
2522,The Food and Drug Administration (FDA) has created a task force to fast track and streamline the approval and evaluation of COVID-19 drugs in the country.,
2523,Quiapo Church bares route for Nazareno motorcade on Good Friday,
2524,The Civil Aviation Authority of the Philippines (CAAP) is amending regulations on the use of drone or remotely piloted aircraft system (RPAS) in the country.,
2525,"Nearly 115,000 service connections of Maynilad Water Services Inc. are set to experience up to 57 hours of water interruptions in  week, as the concessionaire seeks to repair a major leak on its primary line in Makati.",
2526,Japan gov't survey finds 1.5 million living as recluses,
2527,"PNP inspects terminals, ports to ensure safe Holy Week travels",
2528,Newly installed Philippine National Police (PNP) chief Police General Benjamin Acorda Jr. on Tuesday said he is not yet planning to implement a revamp in the police organization,
2529,Newlywed couple gives 'gold bars' as wedding souvenirs,
2530,Poe warns another ‘gargantuan’ backlog in LTO amid driver’s license card shortage,
2531,"Israel's Iron Dome intercepts a barrage of rockets fired from the Gaza Strip amid retaliatory strikes on the Palestinian enclave, an Agence France-Presse video tweet indicated Friday.",
2532,"A graduate of Mariano Marcos State University in Batac topped the March 2023 physicians licensure examination, according to the Professional Regulation Commission (PRC) on Thursday.",
2533,The Sandiganbayan has found former Maguindanao governor Datu Sajid Islam Ampatuan guilty of malversation through falsification of public documents and graft over P147 million worth of farm inputs which turned out to be fictitious way back in 2009.,
2534,Insurance for MT Princess Empress at risk due to lack of authority to operate -senators,
2535,"The Philippine delegation raised over P100 million worth of sales leads during the ASEAN Tourism Forum (ATF) held in Yogyakarta, Indonesia earlier this month, the Tourism Promotions Board (TPB) said Monday.",
2536,"Marcos leaves for Washington, says he's determined to build ‘even stronger relationship’ with US",
2537,House ethics panel ends probe on Arnie Teves’ absence amid allegations,
2538,"Senators Ronald ""Bato"" dela Rosa and JV Ejercito on Tuesday were alarmed that several Chinese nationals who allegedly abducted a Filipina had high-powered handguns and a grenade.",
2539,"Palace bares new appointees in various gov't agencies, GOCCs",
2540,COVID-19 daily new average up by 42% —DOH,
2541,House panel unanimously approves Divorce bill,
2542,No need for Philippine rescue team to extend ops in quake-hit Turkey so far — OCD,
2543,The Department of Health (DOH) on Friday encouraged the public to increase their health literacy to have a ,
2544,"Some 750,000 new beneficiaries have been listed for the Pantawid Pamilyang Pilipino Program (4Ps) replacing the 800,000 who graduated from the financial aid program, Social Welfare Secretary Rex Gatchalian said Friday.",
2545,"Senators call for continuous training, maritime industry reforms following EU’s decision",
2546,"President Ferdinand ""Bongbong"" Marcos Jr. urged the public to participate in the global action against climate change in celebration of International Mother Earth Day.",
2547,"The first case of COVID-19 Omicron subvariant XBF in the Philippines is a Filipino senior citizen with no known history of travel, the Department of Health (DOH) said on Thursday.",
2548,"Speaker Romualdez puts up P500,000 reward for arrest of suspects in Salilig hazing",
2549,"President Ferdinand Marcos Jr. has declared Friday, February 24, 2023, as a special non-working holiday.",
2550,"DOH reports 199 new COVID-19 cases; active tally drops to 10,038",
2551,The Department of Health (DOH) on Tuesday released guidelines for the use of second COVID-19 booster shots to the general population.,
2552,"As Congress tackles revived initiatives to amend the 1987 Constitution, Senator Francis Tolentino said the views of the people should take centerstage.",
2553,BI launches Tiktok account vs. human trafficking,
2554,"A bill seeking to grant additional benefits, including personal security personnel, to former presidents of the country has been filed in the House of Representatives.",
2555,"CHR: PNP, DepEd should work together amid incidents of school violence",
2556,"Three months since its preliminary hearings took place, the case on the killing of broadcaster Percy Lapid and alleged middleman Jun Villamor has been submitted for resolution, a prosecutor said Wednesday.",
2557,"WASHINGTON - The Philippines and the US will put up a bilateral Labor Working Group, the White House has said in a fact sheet.",
2558,"House panel okays bill amending law to include online violence vs. women, children",
2559,"Bakeries implement higher prices for 'Pinoy Tasty', 'Pinoy Pandesal'",
2560,The camp of former Senator Leila de Lima on Monday expressed hope for the speedy resolution of a bail plea they filed in seeking her temporary freedom six years after her detention.,
2561,A faster and more convenient immigration procedure via e-Travel System will be implemented by the Bureau of Immigration (BI) starting April 15.,
2562,PHAPI: COVID-19 admissions in private hospitals still ‘manageable’ amid rising cases,
2563,CAAP still confirming if Palawan debris is from missing chopper,
2564,Teves says alleged Degamo 'mastermind' was his former bodyguard,
2565,The Senate on Tuesday adopted a  Julie Uychiat for being the first Filipina to finish the World Marathon Challenge and won four of the seven marathons in its 2023 edition.,
2566,"Philippines logs 350 new COVID-19 cases, active tally at 9,568",
2567,The Bureau of Immigration (BI) has raised its alarm following recurring interceptions of Senegalese using fake documents.,
2568,"The Philippines may only declare an end to the state of public health emergency due to COVID-19 if infections and hospital utilization remain to be manageable, according to Department of Health (DOH) officer-in-charge Maria Rosario Vergeire on Wednesday.",
2569,DOH: COVID-19 cases plateauing in all areas,
2570,The Philippine National Police (PNP) on Thursday said it will implement the possible  of the National Police Commission (NAPOLCOM) after its review on the courtesy resignations of senior officers.,
2571,"CA upholds dismissal of petition for writ of amparo vs. NTF-ELCAC, others",
2572,"The Special Investigation Task Group (SITG) 990 is investigating the source of the 990 kilos of suspected illegal drugs found in Manila last October, which is also considered one of the biggest police drug hauls in the country.",
2573,Lawyer blocked because his 'client' alleged middleman in Degamo slay doesn't know him —PNP,
2574,PPA board to review anew container policy in ports,
2575,The powerful Commission on Appointments (CA) on Wednesday confirmed the ad interim appointment of Alfredo Pascual as secretary of the Department of Trade and Industry (DTI).,
2576,Degamo's wife dismayed over Bato's decision to allow Teves to virtually attend Senate probe,
2577,"President Ferdinand “Bongbong” Marcos Jr. said Wednesday there is no threat against Negros Oriental Representative Arnolfo “Arnie” Teves, who is being linked to the slay of Negros Oriental Governor Roel Degamo.",
2578,Another suspect in Adamson student hazing surrenders,
2579,"The suggestion that the Department of Education (DepEd) hire 30,000 teachers yearly and for the education budget to be 6% of gross domestic product was unrealistic and impossible, Vice President and Education Secretary Sara Duterte said on Monday.",
2580,"Maynard Ngu takes oath as special envoy to China for trade, investments, tourism",
2581,"Marcos hopes for a 5-minute travel between Caloocan, Manila",
2582,House bill seeks additional benefits for former PH presidents,
2583,"Policemen who have tendered their courtesy resignations  with the Department of the Interior and Local Government's internal cleansing efforts in the Philippine National Police must ""trust the process,"" Senator Ronald ""Bato"" dela Rosa said Tuesday.",
2584,"Marcos tasks DFA, PCG to map out PH’s fishing grounds in West Philippine Sea",
2585,"The Philippine government is still studying the possible locations for the additional Enhanced Defense Cooperation Agreement (EDCA) sites, according to President Ferdinand ""Bongbong"" Marcos Jr.",
2586,"Malacañang on Monday said Congress  to pass 10 priority measures of the Marcos administration in June of this year, including the controversial Maharlika Investment Fund.",
2587,"Two proposals to establish an Onion Research Institute as part of efforts to address the lack supply of onions in the country were raised in the Lower House, Tina Panganiban-Perez reported on ""Saksi.""",
2588,"‘Mastermind’ in Degamo slay nabbed by NBI, says Remulla",
2589,Palace assails 'salary deduction' memo to raise fund for Turkey,
2590,"DOLE: 200,000 first time jobseekers availed of free documentary requirements assistance",
2591,Marcos: Mutual Defense Treaty to be discussed in Biden meeting,
2592,PCG will follow communication channels about WPS ops —Abu,
2593,"The Philippine government will donate $200,000 to Syria and send relief aid to help the country recover from the devastation caused by the magnitude 7.8 earthquake that struck its neighbor Turkey last month, the Presidential Communications Office said Friday.",
2594,"The Philippines reported fewer than 200 new cases of COVID-19 for the second straight week on Sunday but deaths climbed to the highest in 10 days, government data showed.",
2595,Senate defense panel to tackle MUP pension reform bills in May —Estrada,
2596,Sandiganbayan affirms junking of ex-Pagcor chief’s plea for graft raps dismissal,
2597,"The Commission on Elections (Comelec) will increase the honoraria of teachers who will serve in the electoral boards in the barangay and Sangguniang Kabataan elections, Comelec chairman George Garcia said on Thursday.",
2598,"The celebration of Eid'l Fitr (end of the month of Ramadan) will be on Saturday, April 22, according to a Muslim leader on Thursday night.",
2599,Student group against proposed tuition fee hikes in some schools,
2600,"Labor groups over the weekend expressed their opposition to the National Government Rightsizing Bill, which aims to restructure government agencies under the Executive department, arguing that this could lead to the release of rank-and-file employees.",
2601,P86 million in sugar declared as footwear rubber seized in Subic,
2602,"FEJODAP, LTOP among groups that won't join in week-long strike",
2603,"Both the Philippine and Chinese sides should refrain from taking any provocative action in the disputed waters, Chinese Ambassador Huang Xilian said on Friday.",
2604,Dengue cases up by 94% in first quarter of 2023 vs. same period in 2022,
2605,The legal team of suspended Bureau of Corrections (BuCor) chief Gerald Bantag is now looking at strategies following the filing of two counts of murder filed against him before  the Las Piñas and Muntinlupa regional trial courts.,
2606,Solicitor General Menardo Guevarra on Wednesday said he will confirm the country’s possible disengagement from the International Criminal Court (ICC) with President Ferdinand Marcos Jr.,
